"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"16327","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2023-2024/34204","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Jul-2024","Shree Sanwariya Traders","Payment Success","315000"
"16328","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2023-2024/34204","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","06-Mar-2024","Shree Sanwariya Traders","Payment Success","399748"
"16329","Madhya Pradesh","Purchase of books for public libraries/ digitization of library books","WS/MP106/2023-2024/10666","HARDA(District Collector Harda_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","01-Mar-2024","JILA ADIVAKTA SANG","Payment Success","50000"
"16330","Madhya Pradesh","Construction of toilet blocks","WS/MP106/2023-2024/10668","HARDA(District Collector Harda_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","01-Mar-2024","JILA ADIVAKTA SANG","Payment Success","100000"
"16331","Madhya Pradesh","Purchase of non-conventional energy system and devices for community use","WS/MP106/2023-2024/10670","HARDA(District Collector Harda_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","01-Mar-2024","JILA ADIVAKTA SANG","Payment Success","300000"
"16332","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP106/2023-2024/10671","HARDA(District Collector Harda_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","01-Mar-2024","JILA ADIVAKTA SANG","Payment Success","298599"
"16333","Madhya Pradesh","Construction of additional rooms and halls in the existing public and community building","WS/MP106/2023-2024/10673","HARDA(District Collector Harda_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","01-Mar-2024","JILA ADIVAKTA SANG","Payment Success","100000"
"16334","Madhya Pradesh","Construction of additional rooms and halls in the existing public and community building","WS/MP106/2023-2024/10674","HARDA(District Collector Harda_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","01-Mar-2024","JILA ADIVAKTA SANG","Payment Success","100000"
"16335","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18288/2024-2025/146635","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","09-Jan-2025","RAKHIYAL  gram panchayat","Payment Success","397254"
"16336","Madhya Pradesh","Construction of buildings for community cultural activities","WS/MP106/2023-2024/21254","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","04-Mar-2024","MS MAHAVEER TRADERS","Payment Success","249500"
"16337","Madhya Pradesh","Providing drains and gutters for public drainage","WS/MP107/2023-2024/90535","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","04-Mar-2024","PATEL ENGINEERING AND TRADERS","Payment Success","804430"
"16338","Madhya Pradesh","Providing drains and gutters for public drainage","WS/MP107/2023-2024/90535","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","09-Sep-2024","PATEL ENGINEERING AND TRADERS","Payment Success","100208"
"16339","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2023-2024/90537","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","04-Mar-2024","PATEL ENGINEERING AND TRADERS","Payment Success","1000000"
"16340","Madhya Pradesh","Providing drains and gutters for public drainage","WS/MP107/2026-2027/283916","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","09-Jul-2026","PATEL ENGINEERING AND TRADERS","Payment Success","1200000"
"16341","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2026-2027/283920","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","09-Jul-2026","PATEL ENGINEERING AND TRADERS","Payment Success","1200000"
"16342","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2023-2024/90506","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","04-Mar-2024","PATEL ENGINEERING AND TRADERS","Payment Success","861670"
"16343","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2023-2024/90506","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","09-Sep-2024","PATEL ENGINEERING AND TRADERS","Payment Success","100009"
"16344","Madhya Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP106/2026-2027/266888","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","27-May-2026","PATEL ENGINEERING AND TRADERS","Payment Success","290000"
"16345","Madhya Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP106/2025-2026/227382","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","03-Oct-2025","PATEL ENGINEERING AND TRADERS","Payment Success","307300"
"16346","Odisha","Construction of public libraries and reading rooms","WS/MP131/2023-2024/75781","Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","07-Jun-2024","Jayashree Jena","Payment Success","811647"
"16347","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP146/2023-2024/10966","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","12-Sep-2024","GRAM PANCHAYAAT BHANGULI","Payment Success","124200"
"16348","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP146/2023-2024/10966","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","20-Feb-2024","GRAM PANCHAYAAT BHANGULI","Payment Success","375000"
"16349","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2024-2025/158659","SEHORE(DISTRICT COLLECTOR SEHORE_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","01-Aug-2025","GP BANSIA S","Payment Success","550000"
"16350","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2025-2026/192449","SEHORE(DISTRICT COLLECTOR SEHORE_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","01-Aug-2025","GP BANSIA S","Payment Success","220000"
"16351","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2024-2025/158659","SEHORE(DISTRICT COLLECTOR SEHORE_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","27-Dec-2024","GP BANSIA S","Payment Success","750000"
"16352","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2025-2026/192449","SEHORE(DISTRICT COLLECTOR SEHORE_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","02-Jun-2025","GP BANSIA S","Payment Success","500000"
"16353","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2023-2024/34534","SEHORE(DISTRICT COLLECTOR SEHORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","20-Feb-2024","GP MAGARDA S","Payment Success","750000"
"16354","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2023-2024/34534","SEHORE(DISTRICT COLLECTOR SEHORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","12-May-2026","GP MAGARDA S","Payment Success","750000"
"16355","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18284/2025-2026/179318","Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA)","Shri Ashok Singh (2024-30) (2024-2030)","Elected MP","25-Apr-2025","jp gogawa","Payment Success","250000"
"16356","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18284/2025-2026/179318","Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA)","Shri Ashok Singh (2024-30) (2024-2030)","Elected MP","14-Mar-2026","jp gogawa","Payment Success","250000"
"16357","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP141/2026-2027/270460","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","20-Jul-2026","SEWAK BUILDING METERIAL","Payment Success","137600"
"16358","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2024-2025/153549","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","24-Mar-2025","DIVYANSHU CONSTRUCTION","Payment Success","84738"
"16359","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2024-2025/153547","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","24-Mar-2025","DIVYANSHU CONSTRUCTION","Payment Success","349269"
"16360","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2024-2025/153549","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","27-Jan-2025","DIVYANSHU CONSTRUCTION","Payment Success","254880"
"16361","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2024-2025/153547","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","27-Jan-2025","DIVYANSHU CONSTRUCTION","Payment Success","1049779"
"16362","Uttarakhand","Construction of rooms and halls in school and colleges","WS/MP850/2023-2024/70508","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","09-Jan-2025","Pardeep Gupta","Payment Success","992510"
"16363","Uttarakhand","Construction of rooms and halls in school and colleges","WS/MP850/2023-2024/25565","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","22-Jul-2024","Pardeep Gupta","Payment Success","1144250"
"16364","Uttarakhand","Development of public parks","WS/MP850/2023-2024/100850","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","20-Sep-2024","Pardeep Gupta","Payment Success","584593"
"16365","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP850/2023-2024/84768","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","18-Jun-2024","Pardeep Gupta","Payment Success","838601"
"16366","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP850/2023-2024/100851","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","18-Jun-2024","Pardeep Gupta","Payment Success","791602"
"16367","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP850/2025-2026/252630","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","04-Apr-2026","Pardeep Gupta","Payment Success","822396"
"16368","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2023-2024/20278","KATNI(District Collector Katni_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Feb-2024","Gupta Krishi Yantra","Payment Success","156500"
"16369","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2023-2024/34556","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","10-Sep-2025","Gram Panchayat Borali","Payment Success","350000"
"16370","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2023-2024/34555","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","10-Sep-2025","Gram Panchayat Borali","Payment Success","348653"
"16371","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2023-2024/34556","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","12-Mar-2024","Gram Panchayat Borali","Payment Success","350000"
"16372","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2023-2024/34555","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","12-Mar-2024","Gram Panchayat Borali","Payment Success","350000"
"16373","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176346","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271686"
"16374","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176347","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271136"
"16375","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176348","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271689"
"16376","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176349","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271425"
"16377","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176350","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271593"
"16378","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176344","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271097"
"16379","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176345","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271022"
"16380","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176343","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271521"
"16381","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176341","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271350"
"16382","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176342","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271515"
"16383","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176339","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271888"
"16384","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176340","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271777"
"16385","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176224","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271741"
"16386","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176225","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","271677"
"16387","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP165/2024-2025/176222","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","D GANESAN ALANGADU","Payment Success","272062"
