"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"1376","Normal/Others","WS/MP196/2023-2024/47938-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","25000"
"1377","Normal/Others","WS/MP196/2023-2024/47404-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","25000"
"1378","Normal/Others","WS/MP196/2023-2024/47402-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","25000"
"1379","Normal/Others","WS/MP196/2023-2024/47399-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries.","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","25000"
"1380","Normal/Others","WS/MP196/2023-2024/47992-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","25000"
"1381","Normal/Others","WS/MP196/2023-2024/47993-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","25000"
"1382","Normal/Others","WS/MP196/2023-2024/48005-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1383","Normal/Others","WS/MP196/2023-2024/48004-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1384","Normal/Others","WS/MP196/2023-2024/48009-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1385","Normal/Others","WS/MP196/2023-2024/48008-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1386","Normal/Others","WS/MP196/2023-2024/48320-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1387","Normal/Others","WS/MP196/2023-2024/48321-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1388","Normal/Others","WS/MP196/2023-2024/48322-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1389","Normal/Others","WS/MP196/2023-2024/48323-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1390","Normal/Others","WS/MP196/2023-2024/48324-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1391","Normal/Others","WS/MP196/2023-2024/48325-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1392","Normal/Others","WS/MP196/2023-2024/48326-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1393","Normal/Others","WS/MP196/2023-2024/48327-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1394","Normal/Others","WS/MP196/2023-2024/48328-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1395","Normal/Others","WS/MP196/2023-2024/48329-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1396","Normal/Others","WS/MP196/2023-2024/48330-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1397","Normal/Others","WS/MP196/2023-2024/48331-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1398","Normal/Others","WS/MP196/2023-2024/48332-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1399","Normal/Others","WS/MP196/2023-2024/48319-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1400","Normal/Others","WS/MP196/2023-2024/48318-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1401","Normal/Others","WS/MP196/2023-2024/48317-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","50000"
"1402","Normal/Others","WS/MP196/2023-2024/48007-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1403","Normal/Others","WS/MP196/2023-2024/48006-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1404","Normal/Others","WS/MP196/2023-2024/48012-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1405","Normal/Others","WS/MP196/2023-2024/48011-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1406","Normal/Others","WS/MP196/2023-2024/48010-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1407","Normal/Others","WS/MP196/2023-2024/48015-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1408","Normal/Others","WS/MP196/2023-2024/48014-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1409","Normal/Others","WS/MP196/2023-2024/48013-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1410","Normal/Others","WS/MP196/2023-2024/48020-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1411","Normal/Others","WS/MP196/2023-2024/48019-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1412","Normal/Others","WS/MP196/2023-2024/48017-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1413","Normal/Others","WS/MP196/2023-2024/48018-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1414","Normal/Others","WS/MP196/2023-2024/48016-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1415","Normal/Others","WS/MP196/2023-2024/48025-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1416","Normal/Others","WS/MP196/2023-2024/48024-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1417","Normal/Others","WS/MP196/2023-2024/48023-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1418","Normal/Others","WS/MP196/2023-2024/48022-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1419","Normal/Others","WS/MP196/2023-2024/48021-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1420","Normal/Others","WS/MP196/2023-2024/48029-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1421","Normal/Others","WS/MP196/2023-2024/48028-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1422","Normal/Others","WS/MP196/2023-2024/48027-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1423","Normal/Others","WS/MP196/2023-2024/48026-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1424","Normal/Others","WS/MP196/2023-2024/48032-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1425","Normal/Others","WS/MP196/2023-2024/48031-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1426","Normal/Others","WS/MP196/2023-2024/48030-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1427","Normal/Others","WS/MP196/2023-2024/48035-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1428","Normal/Others","WS/MP196/2023-2024/48034-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1429","Normal/Others","WS/MP196/2023-2024/48033-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1430","Normal/Others","WS/MP196/2023-2024/48038-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1431","Normal/Others","WS/MP196/2023-2024/48036-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1432","Normal/Others","WS/MP196/2023-2024/48037-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
"1433","Normal/Others","WS/MP196/2023-2024/48040-Purchase of books and periodicals for libraries/digitization of library books","Uttar Pradesh","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Purchase of books and periodicals for libraries","Shri Brij Lal (2020-26) (NaN-NaN)","Elected MP","N/A","22-Mar-2024","10000"
